ride_id,pickup_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,passenger_count,distance_km,hour,dayofweek,is_weekend,is_night,is_peak,weather,traffic_level,demand_score,supply_score,event_flag,surge_multiplier,surge_label,eta_minutes,fare_amount
MX000858,2024-02-05 17:00:00,28.539090420881454,76.90164350403955,28.406426313090158,77.04660351180782,1,27.677305351457438,19,6,0,0,1,Rain,Medium,0.462,0.664,0,3.4,0,45,680.96
MX000859,2024-02-05 18:00:00,28.723264442895225,77.33848487728096,28.459065716697957,76.92551978899176,3,18.814155164808415,4,3,0,1,0,Clear,Low,0.69,0.368,0,3.5,0,34,397.51
MX000860,2024-02-05 19:00:00,28.842852489083317,77.39309684006287,28.546886917110776,77.27387990769653,1,9.980341320346716,1,6,0,0,1,Clouds,Medium,0.482,0.658,0,1.1,0,41,561.01
MX000861,2024-02-05 20:00:00,28.83374176567125,77.18197105822982,28.521158142196434,77.01887687613956,1,9.469266524128804,3,4,1,0,0,Haze,High,0.101,0.101,0,1.9,0,9,91.73
MX000862,2024-02-05 21:00:00,28.608381600855683,77.07829794075016,28.857676477664125,77.1786310800983,1,2.720064166921834,1,5,1,0,1,Fog,Low,0.521,0.528,0,3.0,0,39,398.98
MX000863,2024-02-05 22:00:00,28.754266267840592,77.19655935119272,28.7254955402837,76.92738719801828,2,20.206522140179665,5,2,1,1,1,Rain,High,0.349,0.567,0,1.2,0,5,502.69
MX000864,2024-02-05 23:00:00,28.805891989942094,77.25584744835713,28.53348992043901,77.11156915055211,1,8.279721032787997,20,4,1,0,0,Haze,High,0.982,0.657,0,2.1,0,15,329.08
MX000865,2024-02-06 00:00:00,28.574526137755917,76.9697277789685,28.526702371578512,77.33156180605864,1,12.78134250992349,12,2,0,0,1,Fog,Low,0.528,0.191,0,1.2,0,56,90.95
MX000866,2024-02-06 01:00:00,28.732086551412408,77.19321927640641,28.413095194877265,77.06044230282431,1,7.233573403510024,1,3,1,1,1,Fog,Medium,0.419,0.527,0,2.4,1,37,106.16
MX000867,2024-02-06 02:00:00,28.731701994696433,77.08928392844915,28.47623249206408,77.13786755412781,2,26.571558193266362,12,0,1,1,1,Clear,Medium,0.427,0.107,0,1.7,0,37,738.32
MX000868,2024-02-06 03:00:00,28.58456608433151,77.2501934633661,28.750323794742425,77.0456147154204,1,4.769226354871807,7,2,1,0,0,Fog,High,0.646,0.419,0,2.7,0,43,720.9
MX000869,2024-02-06 04:00:00,28.705929210268174,77.333220126038,28.782553693659327,77.03416582293204,1,15.02136758118443,6,2,0,1,0,Fog,High,0.474,0.725,0,1.5,1,24,232.22
MX000870,2024-02-06 05:00:00,28.86598157862399,77.246480134205,28.863659194708276,77.29116948207793,1,8.903191232913763,5,0,1,0,0,Rain,Low,0.161,0.327,0,2.5,0,52,198.33
MX000871,2024-02-06 06:00:00,28.75563044973624,77.16027645044056,28.617595356428453,77.39317118439092,1,4.047365955386006,21,2,0,1,1,Rain,Low,0.216,0.25,0,1.4,1,55,167.72
MX000872,2024-02-06 07:00:00,28.812920612868915,77.18839606345932,28.620811777155165,77.12495298931633,2,25.574152328489212,12,6,1,1,0,Haze,Low,0.704,0.546,0,1.3,0,49,358.04
MX000873,2024-02-06 08:00:00,28.72283196868619,77.1109201430809,28.844912424524757,77.19943618151316,1,19.734661638014188,14,4,0,0,1,Haze,High,0.518,0.997,0,1.2,0,34,330.57
MX000874,2024-02-06 09:00:00,28.822663187471306,77.33125821510448,28.599571180238062,77.23092100892698,1,20.25383157084733,23,2,0,0,0,Clear,High,0.243,0.972,0,1.9,0,15,468.64
MX000875,2024-02-06 10:00:00,28.755278659089708,77.30470436117527,28.599081510529086,77.20843798597255,3,24.17603068031106,12,2,0,0,0,Clear,Low,0.139,0.693,0,1.0,1,43,378.49
MX000876,2024-02-06 11:00:00,28.800968544251884,77.29659851049152,28.56192386584047,77.16275695773903,2,2.4703530058547964,4,4,0,1,1,Clear,Medium,0.425,0.745,0,1.9,0,16,348.78
MX000877,2024-02-06 12:00:00,28.681318524836126,77.27982107452199,28.420916532542766,76.97764077261012,1,26.27749200793477,20,2,0,1,0,Haze,High,0.27,0.465,0,1.2,0,41,293.86
MX000878,2024-02-06 13:00:00,28.761961196065176,77.13333682220902,28.497742170310183,77.04912826625095,1,4.621499989021326,6,4,0,0,0,Fog,Medium,0.633,0.3,0,2.3,0,23,360.86
MX000879,2024-02-06 14:00:00,28.40556818289271,76.9828281927045,28.648013910083357,77.24003104196987,2,9.381218338172843,9,4,0,0,0,Clear,Medium,0.917,0.512,0,3.4,0,49,670.58
MX000880,2024-02-06 15:00:00,28.504793714524965,77.27891553201088,28.790071890597428,77.32183520276331,3,22.9301287780168,7,1,0,1,1,Haze,Medium,0.703,0.174,0,1.5,0,10,186.11
MX000881,2024-02-06 16:00:00,28.818024127322037,77.17161205285863,28.86513825825423,77.10999353570736,1,14.098983971764557,19,5,1,0,1,Fog,High,0.705,0.218,0,3.3,0,31,506.98
MX000882,2024-02-06 17:00:00,28.853058461026393,76.96724393881196,28.43982530074596,77.03480411971704,1,1.4201774841856936,0,3,1,1,1,Haze,Medium,0.486,0.493,0,3.1,0,9,315.1
MX000883,2024-02-06 18:00:00,28.69387329508046,77.21534444997923,28.86105029105199,77.01805546319913,2,0.6636737071195877,23,3,1,0,1,Rain,Low,0.92,0.144,0,1.7,0,12,787.0
MX000884,2024-02-06 19:00:00,28.416163042354874,77.28481211296707,28.507832852268344,77.1144282061009,1,23.150192046147758,7,3,1,0,0,Clear,Medium,0.316,0.433,0,1.0,1,41,748.13
MX000885,2024-02-06 20:00:00,28.498211998708797,77.33848234142347,28.77059146564462,77.32134519973346,1,26.362246151941772,9,2,0,1,0,Rain,Low,0.317,0.12,0,2.6,0,7,123.26
MX000886,2024-02-06 21:00:00,28.480758264633007,77.11100462650562,28.619495615154268,77.38172857072297,1,15.2076304504359,4,0,0,0,1,Clear,Medium,0.899,0.121,0,1.9,0,45,371.23
MX000887,2024-02-06 22:00:00,28.679673543038188,76.90712537555198,28.717258113963457,77.19159266762072,1,29.07627120010891,6,1,1,1,1,Clear,High,0.856,0.345,0,2.4,0,56,687.96
MX000888,2024-02-06 23:00:00,28.683328846937766,77.35421256708335,28.41296573556649,77.27889920403233,2,20.36227875046725,13,1,1,0,0,Fog,High,0.741,0.437,0,3.4,0,33,763.08
MX000889,2024-02-07 00:00:00,28.46022331741672,77.30661345081731,28.66637588857298,77.18214706679518,4,8.412591901445225,12,0,1,1,0,Clouds,Low,0.823,0.894,0,2.4,0,41,406.71
MX000890,2024-02-07 01:00:00,28.611603493837336,77.26120672957563,28.73308929957128,77.35705846388235,1,3.838451533708167,17,4,0,1,0,Clouds,High,0.644,0.989,0,2.4,1,33,639.56
MX000891,2024-02-07 02:00:00,28.671538467618745,77.32140316416543,28.878338976235455,77.10802641291777,1,9.050797915164733,12,2,0,0,1,Haze,High,0.429,0.873,0,1.2,0,18,570.58
MX000892,2024-02-07 03:00:00,28.81098355554847,76.94436889143094,28.626871854996512,76.94599336645415,2,21.252590621481076,11,0,0,1,1,Clear,Medium,0.714,0.419,0,1.9,0,47,431.98
MX000893,2024-02-07 04:00:00,28.657765957901667,77.37253746980596,28.634906767894808,77.05327291181578,3,27.27942200686464,16,4,0,0,1,Haze,High,0.23,0.247,0,1.2,1,44,417.67
MX000894,2024-02-07 05:00:00,28.43539538419151,77.097340703683,28.418386455560746,77.22740216437263,1,7.662256956332561,12,3,1,1,0,Rain,Low,0.246,0.609,0,1.5,0,15,512.33
MX000895,2024-02-07 06:00:00,28.488021948244725,77.21032719396513,28.865612583168833,76.91164988025187,2,5.630821936057575,14,1,0,1,1,Clear,High,0.742,0.829,0,2.6,0,28,656.64
MX000896,2024-02-07 07:00:00,28.765023570640047,76.97832315846098,28.875013134877612,77.25246925672013,2,3.720535584738082,17,0,1,1,0,Clouds,High,0.43,0.211,0,2.2,0,16,306.96
MX000897,2024-02-07 08:00:00,28.760067106835248,77.1711295030291,28.460302922044143,77.3738086351567,1,8.818268479698443,0,5,0,1,0,Fog,Medium,0.622,0.674,0,3.4,0,4,621.36
MX000898,2024-02-07 09:00:00,28.48980988859006,76.96142205838622,28.873569860078646,77.30023089900483,1,2.511206196486503,23,6,0,0,1,Clear,Low,0.277,0.254,0,2.0,0,44,208.4
MX000899,2024-02-07 10:00:00,28.708910203783162,77.17374744788306,28.53027339193259,77.32433786619396,1,28.47764980387358,20,1,1,0,0,Rain,High,0.649,0.902,0,1.9,0,43,784.99
MX000900,2024-02-07 11:00:00,28.644927478042003,77.15833508042678,28.419909475606495,77.37230314787675,1,20.89726256110406,8,5,1,1,0,Rain,High,0.645,0.657,0,1.8,0,47,384.16
MX000901,2024-02-07 12:00:00,28.51465217908901,77.38498779928102,28.732958072190144,76.98975182080663,2,28.334217248433003,21,1,0,0,0,Clouds,Medium,0.614,0.551,0,2.7,0,13,375.23
MX000902,2024-02-07 13:00:00,28.753062911216084,77.02930447974283,28.673801571100128,77.37391491560497,1,9.642171164840043,2,1,0,1,1,Clouds,High,0.351,0.799,0,3.1,0,50,193.37
MX000903,2024-02-07 14:00:00,28.419676010695557,77.18255337766335,28.471011308077127,77.20945077516507,1,10.583965014147914,1,4,1,0,1,Rain,High,0.394,0.174,0,3.1,0,7,359.38
MX000904,2024-02-07 15:00:00,28.483258512901365,76.96765642467302,28.579273506955005,77.34900372187332,1,12.045709316723466,12,6,0,1,1,Haze,Medium,0.946,0.919,0,1.1,0,10,60.7
MX000905,2024-02-07 16:00:00,28.702617982484895,77.3052099284482,28.55686946816237,77.11101994439792,1,0.8834509514285552,3,1,0,0,0,Rain,Medium,0.307,0.302,0,2.2,0,39,172.95
MX000906,2024-02-07 17:00:00,28.48107649671282,77.11262359772488,28.64435537681705,77.34366127996763,1,5.718632561364502,1,5,0,1,1,Clouds,Low,0.416,0.545,0,1.9,0,50,496.63
MX000907,2024-02-07 18:00:00,28.804309015850993,77.04678663138824,28.591086708541194,77.37219729612983,1,9.381144226315772,13,4,0,1,1,Clouds,Medium,0.76,0.279,0,3.4,0,53,508.3
MX000908,2024-02-07 19:00:00,28.620925030669103,77.0412459938834,28.52348742289429,77.12610395265494,1,14.823653981812361,7,4,1,1,1,Fog,Medium,0.799,0.93,0,2.0,0,48,630.53
MX000909,2024-02-07 20:00:00,28.459034751014485,77.36381963342494,28.760080349537212,76.91868382097437,1,28.588803660157637,19,3,1,1,1,Rain,Medium,0.699,0.778,0,1.9,0,37,711.85
MX000910,2024-02-07 21:00:00,28.5196528774766,76.9570202764089,28.644931572225666,77.03396846146536,1,19.913476249432602,2,0,0,0,0,Clear,Medium,0.521,0.615,0,2.6,0,55,246.96
MX000911,2024-02-07 22:00:00,28.470782176196145,77.26970167698921,28.714809887671613,77.10134708588741,4,17.9970442470338,20,0,1,1,1,Haze,High,0.105,0.994,0,1.3,0,13,590.13
MX000912,2024-02-07 23:00:00,28.86101053815271,77.19687394160097,28.784998128262636,77.38780974550686,1,15.43034676747147,10,3,0,1,1,Rain,Medium,0.7,0.677,0,2.6,0,34,471.49
MX000913,2024-02-08 00:00:00,28.75163538219835,77.23504859068393,28.46422623848262,77.06306617146835,1,10.994546678142237,10,2,1,0,0,Clouds,Medium,0.693,0.846,0,2.2,0,42,286.42
MX000914,2024-02-08 01:00:00,28.445344293995984,77.13486302291108,28.695665934069602,77.0575784207313,1,0.6129959650428565,9,2,0,0,0,Haze,High,0.857,0.632,0,1.2,0,50,734.71
MX000915,2024-02-08 02:00:00,28.433925844266945,77.2824825836608,28.764496474094674,77.3255727170599,3,28.174055079116,12,1,1,1,1,Clear,Medium,0.545,0.517,0,3.2,0,35,312.97
MX000916,2024-02-08 03:00:00,28.876256620486398,77.13598259976236,28.866716526548114,77.00418949163432,2,10.074504979746719,5,4,0,0,0,Haze,High,0.88,0.801,0,3.3,0,49,684.9
MX000917,2024-02-08 04:00:00,28.469258312529963,76.91410120485108,28.45564594107373,77.31250989538631,1,17.225554487712603,8,3,0,1,0,Fog,Medium,0.676,0.832,0,1.7,1,8,427.07
MX000918,2024-02-08 05:00:00,28.84968881754303,76.94105984692277,28.48052530981575,77.14792000780305,3,13.657162062775235,3,5,1,1,0,Rain,Medium,0.541,0.186,0,2.7,0,24,147.62
MX000919,2024-02-08 06:00:00,28.75651672793772,77.06765727063619,28.581126580126753,77.01531891730977,2,19.54004982846904,11,3,1,0,0,Fog,Low,0.919,0.878,0,1.4,0,23,720.53
MX000920,2024-02-08 07:00:00,28.412343206607098,77.23788645299513,28.76467071173174,77.0953193579317,1,29.62333691548085,3,1,0,1,1,Haze,Medium,0.837,0.47,0,2.9,1,9,153.83
MX000921,2024-02-08 08:00:00,28.748904903487862,77.37781563422442,28.81658122955606,76.93284066907246,1,23.528205564684207,13,5,0,1,1,Fog,Low,0.256,0.723,0,3.1,0,16,183.98
MX000922,2024-02-08 09:00:00,28.855231107881565,77.20517674628893,28.680531954870087,77.07791184252007,1,28.51270249537452,15,0,0,1,1,Rain,High,0.107,0.414,0,3.5,0,6,644.85
MX000923,2024-02-08 10:00:00,28.672776867680806,77.26308128428221,28.7032776527096,76.96327603876925,1,13.654811537355481,10,0,0,0,0,Rain,High,0.106,0.654,0,2.5,0,39,318.9
MX000924,2024-02-08 11:00:00,28.64376193985927,77.27683167459418,28.597074194133004,77.08503748952238,1,17.031423858896513,9,6,1,1,0,Clouds,Low,0.307,0.663,0,1.7,1,21,279.75
MX000925,2024-02-08 12:00:00,28.830256571181785,77.29798644498626,28.58972737225701,77.0259100870139,1,13.808519592564172,13,4,1,1,1,Clear,High,0.964,0.256,0,1.8,0,53,87.04
MX000926,2024-02-08 13:00:00,28.511360188620294,77.0604660131047,28.528206074826823,77.2179297236264,1,1.932987120574127,16,3,0,1,1,Fog,Medium,0.106,0.631,0,2.6,0,14,551.58
MX000927,2024-02-08 14:00:00,28.53921550104739,77.28677421166695,28.57675737093117,76.92336717488855,1,9.238206702523437,4,6,0,1,1,Fog,High,0.544,0.961,0,1.8,0,41,159.88
MX000928,2024-02-08 15:00:00,28.75168731225476,77.26988440495953,28.821294284033097,77.32819072071557,1,9.410556044196037,1,0,0,1,0,Haze,High,0.732,0.475,0,1.7,0,19,368.88
MX000929,2024-02-08 16:00:00,28.859081471049517,77.1713504274158,28.406148094732124,77.25324105276044,4,24.313789834738444,15,5,0,0,0,Fog,Low,0.622,0.466,0,3.2,0,13,642.24
MX000930,2024-02-08 17:00:00,28.73193425725408,77.13154835167123,28.634435846317476,77.2062413336082,1,21.440936050742305,1,2,0,0,0,Rain,Low,0.874,0.487,0,2.8,0,17,588.03
MX000931,2024-02-08 18:00:00,28.475952036094082,77.33347871983706,28.84485629893128,77.37089482568541,1,12.068155186861485,2,0,1,0,0,Clouds,Medium,0.466,0.75,0,3.0,1,57,798.14
MX000932,2024-02-08 19:00:00,28.739760727394394,77.0251095575985,28.63194112773514,77.20729914713583,1,18.92581658063568,4,6,1,1,0,Haze,High,0.585,0.304,0,3.1,0,32,104.31
MX000933,2024-02-08 20:00:00,28.839225707358413,76.91829175856692,28.63090783247355,77.04175164691142,1,17.50943514062621,20,3,0,0,1,Clear,High,0.711,0.216,1,2.8,0,36,346.3
MX000934,2024-02-08 21:00:00,28.49988802559744,76.96257241996359,28.65257302167784,77.05474485555109,1,11.917250562045066,8,0,0,1,1,Rain,Low,0.588,0.843,0,3.2,0,35,728.3
MX000935,2024-02-08 22:00:00,28.786923789950144,77.01098029065318,28.676130302607824,77.11888198810162,1,13.317322857866477,4,4,0,0,1,Clear,Low,0.769,0.935,0,1.0,0,56,627.1
MX000936,2024-02-08 23:00:00,28.41944903378865,77.0235145825025,28.784124308998127,77.06289940522755,1,21.68829830879225,7,6,0,1,0,Clouds,Low,0.61,0.406,0,3.1,0,58,536.32
MX000937,2024-02-09 00:00:00,28.77893734560425,77.10277577103257,28.749930552725054,77.12830200046723,1,17.37404271003209,22,2,0,1,0,Clouds,Low,0.387,0.665,0,1.5,0,48,210.08
MX000938,2024-02-09 01:00:00,28.682689603944155,77.34753456763063,28.473700574067294,77.0317011798007,3,8.175082615572485,10,6,0,0,1,Haze,Medium,0.932,0.447,0,2.7,0,16,375.98
MX000939,2024-02-09 02:00:00,28.53918338611149,76.97585871022854,28.499095362671287,77.0491145338127,1,5.969372692409386,5,6,1,1,0,Haze,Low,0.536,0.788,0,2.2,1,59,93.61
MX000940,2024-02-09 03:00:00,28.74543509192902,77.13592229124278,28.802777823782144,77.13176039201106,1,17.36077394684635,7,1,0,0,0,Fog,Medium,0.399,0.898,0,2.4,1,6,148.31
MX000941,2024-02-09 04:00:00,28.506568297130247,77.39313799929195,28.764032318765942,77.37921128294549,1,8.65539256135464,5,3,1,1,1,Rain,Medium,0.991,0.929,0,2.5,0,56,468.62
MX000942,2024-02-09 05:00:00,28.621859884440934,76.96044051119208,28.601377540967192,77.05245859254579,1,28.709300990552162,8,3,1,1,1,Clouds,High,0.658,0.2,0,3.3,0,55,622.42
MX000943,2024-02-09 06:00:00,28.86062140358781,77.23408777377436,28.876391032378066,77.0568162421774,1,3.8307398694385992,2,3,0,1,0,Rain,High,0.158,0.187,0,1.9,1,45,538.62
MX000944,2024-02-09 07:00:00,28.595002296454414,77.23223821291921,28.489974570851917,77.21583190143551,1,27.149603366743936,18,5,0,0,0,Fog,Low,0.643,0.727,0,3.1,0,17,232.43
MX000945,2024-02-09 08:00:00,28.40013328254781,77.07975069621267,28.740668821503768,77.37584920251928,1,7.738946459316641,21,0,0,0,0,Fog,Medium,0.154,0.6,0,3.0,0,47,538.64
MX000946,2024-02-09 09:00:00,28.761350304996594,77.06095626755193,28.72539091668066,77.23205043594281,3,4.188746958137611,6,4,0,1,1,Haze,High,0.533,0.709,0,2.7,0,37,297.64
MX000947,2024-02-09 10:00:00,28.64719815988597,77.19651829111093,28.787725721712306,77.23500535196197,1,24.951508923088266,21,2,1,1,0,Haze,Low,0.653,0.42,0,2.6,0,12,278.96
MX000948,2024-02-09 11:00:00,28.778916276330207,76.93339368768642,28.722367196950273,77.0089464279484,1,24.93129807784088,18,5,1,0,1,Fog,Low,0.368,0.783,0,2.9,1,55,352.57
MX000949,2024-02-09 12:00:00,28.84751859799561,77.25082553362299,28.822892886529658,76.97077112927664,2,9.72413398848158,20,2,1,0,1,Haze,High,0.157,0.964,1,3.1,0,22,397.04
MX000950,2024-02-09 13:00:00,28.71730904465995,77.39222620670105,28.662157531292884,76.91455767962161,1,26.670155054701514,0,1,1,0,0,Fog,High,0.837,0.443,0,2.1,0,38,206.42
MX000951,2024-02-09 14:00:00,28.410135023164734,76.97189184328616,28.464796631646223,77.17611911147704,3,23.331538323748525,15,0,0,1,1,Rain,Low,0.152,0.361,0,2.5,1,31,262.04
MX000952,2024-02-09 15:00:00,28.829213796308178,76.99472669504078,28.5642053472029,76.97571531868707,1,7.96609710958033,13,6,1,0,0,Fog,High,0.894,0.36,0,2.5,0,11,568.32
MX000953,2024-02-09 16:00:00,28.44083150037292,77.19606028369438,28.566628296687494,77.22401524179736,2,21.514926992492164,18,6,0,0,0,Clear,High,0.14,0.809,0,2.8,0,35,727.4
MX000954,2024-02-09 17:00:00,28.456720359908356,76.93176323559116,28.85480265066418,77.25697736845473,1,9.600273611410675,7,3,0,1,1,Rain,Medium,0.935,0.204,0,1.6,0,35,682.56
MX000955,2024-02-09 18:00:00,28.403520101863144,77.30606931623868,28.690151563187616,76.94026524186317,1,21.15224372475676,17,0,0,1,0,Clear,High,0.723,0.679,0,1.7,0,21,82.76
MX000956,2024-02-09 19:00:00,28.67261250385896,77.3539331441473,28.879384802359713,77.25641128532703,1,19.026788387714827,12,1,0,0,1,Clear,Medium,0.112,0.958,0,1.0,0,13,643.14
MX000957,2024-02-09 20:00:00,28.524413388296185,77.14495405971402,28.832147862150883,77.29384261913965,1,4.1786223223615995,22,5,1,0,1,Fog,Low,0.324,0.13,0,3.2,0,16,604.24
MX000958,2024-02-09 21:00:00,28.66782520833952,77.37948658305416,28.68531609483565,77.15710436559118,3,3.8482223505465116,4,6,1,1,0,Clouds,High,0.945,0.387,0,1.7,0,25,214.61
MX000959,2024-02-09 22:00:00,28.610962200876784,77.08223008286272,28.80677280409794,77.27068885222448,1,12.377402380912455,8,0,0,0,0,Clear,Low,0.189,0.793,0,2.6,0,30,403.38
MX000960,2024-02-09 23:00:00,28.501675264910286,76.97317590262548,28.693674954268136,77.33318475247093,2,14.054219066695495,15,5,1,1,0,Clouds,High,0.864,0.708,0,2.2,0,43,777.56
MX000961,2024-02-10 00:00:00,28.477864655545492,77.10010553240022,28.605261884211867,77.20185534952317,1,8.629212885187151,19,6,0,0,0,Haze,Low,0.174,0.115,0,2.1,0,6,435.98
MX000962,2024-02-10 01:00:00,28.855893260317153,77.12955027251013,28.52286462999206,77.16316347007997,3,17.00402265448525,11,6,0,0,1,Rain,Low,0.721,0.393,0,1.7,1,56,153.8
MX000963,2024-02-10 02:00:00,28.814578732715564,77.34266431780534,28.628020550688024,77.23162455763813,1,9.29511978222772,0,3,1,0,0,Rain,Medium,0.521,0.69,0,1.8,0,6,512.85
MX000964,2024-02-10 03:00:00,28.64454794237877,77.23642503664774,28.404390130062765,77.02512562916357,2,8.58092544762164,2,0,1,0,0,Rain,High,0.472,0.759,0,2.3,0,48,300.15
MX000965,2024-02-10 04:00:00,28.742190488419048,77.22442565342918,28.645617886893266,76.99643766647482,1,22.181040143765177,10,5,0,1,1,Rain,High,0.874,0.776,0,3.2,0,46,167.01
MX000966,2024-02-10 05:00:00,28.620497469981245,77.27788070525072,28.55171731851819,77.34465604407248,1,0.977958275385391,1,0,0,0,0,Clouds,Low,0.549,0.2,0,2.8,1,55,509.36
MX000967,2024-02-10 06:00:00,28.82738485122205,76.9476508000507,28.79246274409392,77.08503377994711,1,6.402659139144782,12,0,1,0,0,Clear,Medium,0.213,0.544,0,1.4,0,30,147.27
MX000968,2024-02-10 07:00:00,28.593983950419084,77.24151942607624,28.604170293787515,77.01601471364509,1,4.341596558405218,17,2,1,1,1,Haze,Medium,0.232,0.577,0,1.2,1,6,99.69
MX000969,2024-02-10 08:00:00,28.612280328339722,77.1504551550129,28.751234149731797,76.93931839251437,2,23.249989861249357,12,3,0,0,1,Rain,High,0.746,0.744,0,3.2,0,36,264.84
MX000970,2024-02-10 09:00:00,28.618154924279914,77.24252195071628,28.467474180713364,77.26249988627362,3,13.943539394733826,11,1,0,0,0,Clouds,Medium,0.228,0.74,0,1.6,1,22,274.5
MX000971,2024-02-10 10:00:00,28.478205335973826,76.9067198498987,28.684689197023804,76.95011426089945,1,21.69344079068432,1,0,1,1,1,Clear,Low,0.393,0.907,0,1.2,0,30,67.22
MX000972,2024-02-10 11:00:00,28.701512015622342,76.91204995455448,28.769445775297974,77.20017095909411,2,9.451930221062158,19,0,0,1,0,Rain,High,0.69,0.824,0,2.9,0,59,442.39
MX000973,2024-02-10 12:00:00,28.867885464498187,77.3914233459254,28.80236220110515,77.26873845535961,1,23.664833433615254,14,1,1,1,0,Fog,Low,0.122,0.789,0,3.2,0,49,299.05
MX000974,2024-02-10 13:00:00,28.75142180879739,76.95246707131867,28.767096564223426,77.13415847110728,2,17.48347191608339,5,4,1,1,1,Fog,High,0.628,0.246,0,2.9,0,16,304.78
MX000975,2024-02-10 14:00:00,28.699133015535974,77.29319313302449,28.418730847195405,77.30879236297352,1,29.89416750912694,3,1,0,1,0,Fog,Medium,0.344,0.418,0,1.8,0,52,681.81
MX000976,2024-02-10 15:00:00,28.456158735707383,76.93307507311759,28.559349920142225,77.27213261048932,1,2.2601153635387283,17,2,1,0,1,Rain,Low,0.484,0.897,0,1.9,0,58,228.72
MX000977,2024-02-10 16:00:00,28.68458443689793,77.1081497684007,28.477092347153746,77.27715577920439,1,3.6649495637536877,17,6,0,1,1,Fog,Low,0.174,0.378,0,2.0,0,50,390.19
MX000978,2024-02-10 17:00:00,28.42760144616825,77.12073603313308,28.41292009267497,77.37709764283356,1,21.412468675766487,15,3,0,0,0,Fog,Medium,0.776,0.728,0,2.5,1,33,566.36
MX000979,2024-02-10 18:00:00,28.87305935803461,77.31318500947276,28.528360727109334,76.97047648046458,1,28.250885583437967,5,2,0,1,1,Rain,High,0.266,0.108,0,1.3,1,40,115.16
MX000980,2024-02-10 19:00:00,28.522055109201208,77.16426393803452,28.7145544525229,77.21412905972812,1,10.016864832648592,2,0,1,0,0,Haze,Low,0.164,0.18,0,1.0,1,52,763.92
MX000981,2024-02-10 20:00:00,28.79350779224862,77.3429063376059,28.766474198107257,77.31372121636097,4,27.762797477192656,21,5,0,1,0,Fog,Medium,0.273,0.306,0,2.0,1,49,399.15
MX000982,2024-02-10 21:00:00,28.732215176516323,77.36879552927516,28.467707916165597,77.13071515298417,1,27.476178769776034,18,4,0,0,1,Haze,High,0.381,0.704,0,2.7,1,49,461.7
MX000983,2024-02-10 22:00:00,28.68218232597969,77.28181712837957,28.77890557924779,77.28889770952001,3,29.798390036520885,1,2,0,1,0,Haze,High,0.139,0.197,1,3.2,0,12,640.65
MX000984,2024-02-10 23:00:00,28.45236834585497,76.90817018703127,28.459245116874722,77.24946733127503,1,5.012187379676187,23,3,0,0,0,Clear,Medium,0.945,0.27,0,3.4,1,55,364.21
MX000985,2024-02-11 00:00:00,28.623586354540354,76.90209493769261,28.70642680950854,77.02466705299622,1,21.133046390651263,3,6,1,1,0,Clear,High,0.718,0.422,0,1.1,0,39,101.0
MX000986,2024-02-11 01:00:00,28.84294388044299,76.91163378173628,28.704046353136285,77.26623407476049,1,29.30588801334661,19,3,1,1,1,Rain,Medium,0.561,0.509,0,2.4,0,46,347.5
MX000987,2024-02-11 02:00:00,28.439829317928986,77.0412907112344,28.863682454996454,77.01322946645439,4,14.72419651078841,7,5,0,0,1,Rain,High,0.562,0.891,0,3.4,1,59,123.54
MX000988,2024-02-11 03:00:00,28.587934182502323,76.98353766543357,28.509742679192293,77.00722110393657,3,11.552136790725791,13,2,0,0,1,Clouds,Low,0.938,0.37,0,1.7,0,18,382.4
MX000989,2024-02-11 04:00:00,28.612335211870338,76.95341459695089,28.682972925335083,77.24127058943476,1,13.511854144014261,11,3,0,0,1,Rain,Medium,0.901,0.844,0,2.1,1,47,532.57
MX000990,2024-02-11 05:00:00,28.459411146856368,77.3387168451323,28.815648237546093,77.18518378178129,3,18.130648162998295,1,3,1,0,1,Rain,Low,0.677,0.801,0,1.5,0,11,369.89
MX000991,2024-02-11 06:00:00,28.483992716376004,76.96876786482416,28.69887711829976,77.31307832769325,1,16.369850036126635,13,3,1,0,1,Haze,Low,0.894,0.11,0,1.0,1,28,470.4
MX000992,2024-02-11 07:00:00,28.65865281080011,76.98080220028785,28.71980865356266,76.909516100545,2,24.192033738818782,12,6,0,0,0,Fog,High,0.925,0.162,0,3.4,0,16,742.04
MX000993,2024-02-11 08:00:00,28.777058329626612,77.30652810367818,28.713652974258473,77.16820852565237,1,25.753484256253106,8,5,0,1,1,Rain,High,0.882,0.235,0,2.0,1,33,101.22
MX000994,2024-02-11 09:00:00,28.818898206746297,76.98048911161358,28.667616878397464,77.01234979308977,1,24.390677175862525,8,3,0,1,0,Fog,Medium,0.544,0.733,0,1.1,0,46,404.38
MX000995,2024-02-11 10:00:00,28.73743488607571,77.04911025762895,28.667727683711643,77.10830251835004,1,28.841307802449382,16,5,1,0,0,Clear,High,0.586,0.374,0,1.8,1,48,394.06
MX000996,2024-02-11 11:00:00,28.577284600909824,77.18562590622754,28.801437314277894,77.00973568320222,2,26.779507634111972,9,0,1,0,0,Fog,Low,0.296,0.45,0,1.5,0,4,281.92
